carat,cut,color,clarity,depth,table,x,y,z,is_over_$1000
1.01,1,4,4,62.6,55,6.42,6.36,4,1
1.07,1,7,1,61.4,56,6.55,6.58,4.03,1
1.14,2,7,1,62.4,58,6.67,6.7,4.17,1
0.93,4,6,4,61.7,56,6.22,6.26,3.85,1
1.01,2,4,4,62.3,61,6.39,6.32,3.96,1
0.91,1,1,4,61.2,58,6.24,6.3,3.84,1
1.01,4,4,4,63.1,60,6.41,6.37,4.03,1
1.01,2,4,4,61.8,61,6.47,6.4,3.98,1
1.01,2,4,4,62.4,58,6.41,6.35,3.98,1
1.01,2,4,4,62.3,58,6.42,6.35,3.98,1
1.01,2,4,4,61.3,58,6.47,6.39,3.94,1
1.01,4,4,4,63.5,62,6.36,6.24,4,1
0.91,4,4,5,60,58,6.29,6.38,3.8,1
1.2,4,3,1,60.3,57,6.88,6.95,4.17,1
1.2,2,2,4,60.7,60,6.88,6.92,4.19,1
0.9,4,7,4,61.9,55,6.18,6.22,3.84,1
1,4,4,3,63.3,60,6.31,6.22,3.97,1
1,2,4,3,60.2,62,6.46,6.43,3.88,1
1,2,4,3,58.9,56,6.53,6.51,3.84,1
1,2,4,3,58.4,60,6.36,6.3,3.7,1
0.9,4,6,5,61.3,61,6.15,6.25,3.8,1
1.04,1,4,4,61.9,57,6.49,6.46,4.01,1
1.04,1,4,4,62.7,54,6.51,6.47,4.07,1
1,4,3,5,63.3,55,6.39,6.34,4.03,1
1.05,4,6,1,62.6,62,6.45,6.49,4.05,1
1.06,4,4,1,62.4,54,6.5,6.54,4.07,1
1.06,1,4,1,60.1,59,6.58,6.67,3.98,1
1.05,1,3,4,62.1,59,6.5,6.47,4.03,1
0.27,1,7,2,61.5,56,4.15,4.18,2.56,0
0.27,1,3,2,61.2,56,4.18,4.2,2.56,0
0.41,1,2,3,61.7,55,4.79,4.81,2.96,0
0.36,1,4,3,61,57,4.59,4.63,2.81,0
0.36,1,4,3,60.8,56,4.61,4.63,2.81,0
0.36,1,4,3,61.4,57,4.59,4.63,2.83,0
0.36,1,4,3,61,55,4.59,4.62,2.81,0
0.36,1,4,3,61,56,4.61,4.63,2.82,0
0.36,1,3,5,62,54,4.58,4.61,2.85,0
0.31,1,6,5,60.6,58,4.39,4.42,2.67,0
0.38,1,6,1,61.7,56,4.64,4.67,2.87,0
0.39,1,5,1,62.2,55,4.68,4.71,2.92,0
0.27,1,3,8,60.5,57,4.2,4.22,2.55,0
0.31,4,1,5,61.2,61,4.29,4.37,2.65,0
0.3,1,5,5,61.5,55,4.33,4.35,2.67,0
0.39,4,4,1,60.4,60,4.74,4.8,2.88,0
0.33,4,5,4,60.9,54,4.47,4.52,2.73,0
0.4,3,1,1,61.2,61,4.71,4.74,2.89,0
0.28,4,1,5,63.1,55,4.18,4.15,2.63,0
0.35,3,1,1,64,55,4.49,4.45,2.86,0
0.34,2,3,4,61.7,56,4.54,4.51,2.79,0
0.34,2,3,4,60,58,4.55,4.51,2.72,0
0.34,2,3,4,60.4,56,4.56,4.54,2.75,0
0.34,1,3,4,61.9,57,4.52,4.49,2.79,0
0.34,1,3,4,60.2,57,4.54,4.5,2.72,0
0.34,1,3,4,62.8,57,4.45,4.43,2.79,0
0.34,1,3,4,61.9,57,4.48,4.44,2.76,0
0.34,1,3,4,62.4,56,4.49,4.45,2.79,0
0.34,1,3,4,62.3,55,4.47,4.42,2.77,0
0.32,4,7,4,62.6,58,4.33,4.36,2.72,0
0.9,2,3,8,62.6,59,6.15,6.12,3.84,1
1,5,1,1,65.2,59,6.28,6.27,4.09,1
1.2,1,2,1,62.5,57,6.8,6.74,4.23,1
1.28,3,4,1,63.8,55,6.84,6.79,4.35,1
1,5,1,1,63,58,6.35,6.26,3.97,1
1.06,3,2,3,63.5,60.1,6.43,6.51,4.11,1
1.02,3,4,1,60.3,63,6.45,6.49,3.9,1
1.02,4,4,4,58.4,62,6.55,6.61,3.84,1
1.01,1,3,4,62.3,59,6.41,6.37,3.98,1
1.13,2,6,1,60,61,6.78,6.71,4.05,1
1.09,2,3,3,63,56,6.61,6.57,4.15,1
1.03,1,4,4,62.3,56,6.45,6.48,4.03,1
1.03,4,4,4,61.1,59,6.5,6.56,3.99,1
1.14,2,7,1,62.6,58,6.64,6.58,4.14,1
1.11,1,4,1,61.3,60,6.68,6.66,4.09,1
1,3,7,1,62.8,61,6.31,6.36,3.98,1
1.2,4,6,4,63.4,55,6.72,6.65,4.24,1
0.83,4,7,5,58.2,59,6.19,6.24,3.62,1
1.08,1,3,4,62.1,59,6.57,6.53,4.07,1
1.02,3,4,1,61.4,60,6.44,6.49,3.97,1
0.9,4,7,3,63.5,61,6.16,6.09,3.89,1
1.03,1,1,1,62.5,56,6.48,6.45,4.04,1
1.03,2,1,1,61,60,6.53,6.46,3.96,1
1.07,2,6,1,62,59,6.54,6.5,4.04,1
1.11,3,4,4,64.2,58,6.47,6.53,4.17,1
1.2,4,2,1,61.2,58,6.77,6.82,4.16,1
0.9,4,7,4,64.2,55,6.09,6.16,3.93,1
0.9,4,7,4,63,58,6.11,6.14,3.86,1
1.06,1,4,1,62.7,57,6.46,6.5,4.06,1
0.9,1,5,4,62.5,57,6.13,6.15,3.84,1
0.9,1,7,4,62.1,57,6.18,6.25,3.86,1
0.91,3,1,4,60.2,60,6.17,6.26,3.74,1
1.32,2,6,1,58.9,59,7.25,7.18,4.25,1
1.2,2,6,1,61.8,60,6.85,6.78,4.21,1
1.02,4,1,4,63.1,57,6.43,6.37,4.04,1
1.08,1,2,4,61.8,56,6.58,6.55,4.06,1
1.01,2,3,4,60.8,61,6.47,6.43,3.92,1
1.01,5,1,3,66.6,55,6.27,6.2,4.15,1
1.01,4,3,4,63.2,54,6.41,6.35,4.03,1
1.01,2,6,1,61.9,60,6.37,6.33,3.93,1
1.01,2,6,4,63,58,6.35,6.29,3.98,1
0.93,4,7,4,60.8,59,6.24,6.27,3.8,1
1.01,4,7,1,62,59,6.36,6.4,3.96,1
1,3,6,4,62.5,65,6.24,6.31,3.92,1
1,3,6,4,61.6,62,6.37,6.45,3.95,1
1.05,3,3,3,63.1,58,6.42,6.47,4.07,1
0.96,2,4,3,61.7,55,6.36,6.31,3.91,1
0.85,2,5,2,61.2,60,6.1,6.13,3.74,1
1.04,1,1,4,62,57,6.47,6.5,4.02,1
1.06,1,3,3,62.3,56,6.56,6.51,4.07,1
0.9,4,6,3,63.2,58,6.11,6.17,3.88,1
0.9,1,6,5,61.6,56.3,6.22,6.3,3.86,1
0.9,1,5,3,60.5,54,6.22,6.17,3.75,1
0.93,4,1,4,63.1,57,6.19,6.17,3.9,1
1.02,4,3,3,59.3,59,6.56,6.6,3.9,1
1,4,1,1,63.2,56,6.33,6.36,4.01,1
1.11,3,1,1,58.3,60,6.76,6.83,3.96,1
1.01,2,5,1,61.7,60,6.36,6.42,3.94,1
1.12,4,3,1,61.2,59,6.69,6.74,4.11,1
0.93,4,5,4,61.1,58,6.26,6.3,3.84,1
1,5,6,2,66.9,55,6.2,6.17,4.14,1
0.96,3,4,5,63.9,54,6.22,6.27,3.99,1
1.13,1,4,1,61,60,6.73,6.69,4.09,1
1,3,1,4,63.5,62,6.27,6.4,4.02,1
0.91,4,6,5,63.1,61,6.13,6.07,3.85,1
0.9,2,5,3,61.9,55,6.25,6.23,3.86,1
1.13,2,3,4,61.8,59,6.65,6.68,4.12,1
1.2,1,2,4,62.5,55,6.84,6.79,4.26,1
1.2,2,2,4,60.5,59,6.84,6.79,4.12,1
0.9,5,5,3,59.5,67,6.29,6.24,3.73,1
1.08,1,4,1,61,57,6.64,6.6,4.04,1
1.08,1,4,1,59.3,57,6.74,6.71,3.99,1
1.08,1,4,1,60.4,57,6.68,6.63,4.02,1
1,2,4,3,61.9,61,6.37,6.23,3.9,1
1.1,4,3,4,62,59,6.54,6.59,4.07,1
1.1,2,4,1,62.2,58,6.6,6.69,4.13,1
1.1,1,4,1,62,55,6.6,6.62,4.1,1
1.1,1,4,1,62.6,56,6.57,6.65,4.14,1
1.13,4,4,1,59.8,59,6.75,6.82,4.06,1
1.13,4,4,1,62.5,62,6.59,6.66,4.14,1
0.93,4,1,4,62.5,58,6.18,6.24,3.88,1
1.1,1,2,3,62.4,55,6.59,6.64,4.13,1
1.12,4,4,1,62.4,55,6.63,6.68,4.15,1
1,4,3,4,63.3,56,6.27,6.36,4,1
1.01,4,7,1,63.5,61,6.37,6.33,4.03,1
1.01,5,7,1,64.6,62,6.26,6.21,4.03,1
1.11,1,4,1,63.5,60,6.58,6.49,4.15,1
1.11,2,4,1,59.8,60,6.75,6.66,4.01,1
1.01,3,6,4,63.5,64,6.41,6.28,4.03,1
1.09,2,7,1,62.8,56,6.49,6.45,4.06,1
1.1,4,1,1,60,58,6.72,6.75,4.04,1
1.1,4,1,1,60.9,60,6.61,6.66,4.04,1
1,1,2,3,62.4,54,6.4,6.46,4.01,1
1.02,1,4,4,61.6,57,6.43,6.5,3.98,1
0.9,4,6,5,62.7,60,6.06,6.13,3.82,1
0.9,3,6,5,63.6,58,6.09,6.12,3.88,1
0.9,3,6,5,63.7,56,6.07,6.15,3.89,1
0.9,4,6,5,62.3,60,6,6.08,3.76,1
1.02,4,1,1,63.3,58,6.31,6.4,4.02,1
1.01,4,1,1,60,60,6.57,6.49,3.92,1
1,4,7,1,64.7,57,6.29,6.36,4.09,1
1,3,7,1,64.5,59,6.25,6.31,4.05,1
1.06,1,6,1,62.2,55,6.56,6.53,4.07,1
1.02,1,5,1,60.7,56,6.53,6.5,3.95,1
1.02,2,5,1,61.5,58,6.49,6.42,3.97,1
1.02,2,5,1,62.5,60,6.43,6.36,4,1
1.02,2,5,1,61.1,59,6.45,6.41,3.93,1
0.98,4,6,1,62.2,57,6.33,6.37,3.95,1
1.27,3,2,1,66,59,6.71,6.75,4.44,1
0.9,4,6,3,62.7,59,6.09,6.16,3.84,1
0.91,3,6,2,64.1,58,6.06,6.1,3.9,1
1,4,7,1,59.5,62,6.49,6.52,3.87,1
1,3,7,1,62.2,61,6.3,6.36,3.94,1
1,3,6,4,63.3,60,6.24,6.33,3.98,1
1,4,7,1,59.4,60,6.48,6.56,3.87,1
1,4,7,1,61.6,58,6.37,6.45,3.95,1
1,4,7,1,58.3,61,6.54,6.59,3.83,1
1.04,2,7,1,61.9,58,6.54,6.49,4.03,1
1.04,1,3,4,62.6,56,6.55,6.48,4.08,1
1.25,2,7,1,59.8,55,7.07,7.01,4.21,1
1.04,1,4,1,61.7,57,6.54,6.49,4.02,1
1.08,4,6,1,62.9,59,6.53,6.57,4.12,1
1.08,1,6,1,61.9,57,6.55,6.57,4.06,1
1.08,1,6,1,62.2,56,6.56,6.59,4.09,1
1.1,4,2,5,60.9,59,6.65,6.74,4.08,1
1.03,4,7,1,60.9,57,6.53,6.55,3.98,1
0.9,4,5,4,63.3,55,6.18,6.12,3.89,1
1.01,3,1,4,63.5,58,6.28,6.35,4.01,1
0.93,1,6,4,62,56,6.22,6.26,3.87,1
1.04,1,5,1,62.6,57,6.45,6.48,4.05,1
1.04,1,5,1,61.8,56,6.49,6.53,4.02,1
0.73,1,7,2,62,53.6,5.76,5.8,3.59,1
0.9,3,6,3,60.4,61,6.23,6.32,3.79,1
1.06,1,4,1,61.7,60,6.53,6.51,4.02,1
1.02,1,1,1,61.6,56,6.55,6.48,3.99,1
1.31,2,4,1,61.7,59,7.03,6.98,4.32,1
1.31,2,4,1,61.7,59,7.03,6.98,4.32,1
1.2,3,2,3,63.7,58,6.68,6.61,4.23,1
0.94,2,4,3,60.1,59,6.35,6.32,3.81,1
0.95,1,6,3,61.6,56,6.34,6.3,3.89,1
1.01,3,5,4,63.5,57,6.29,6.33,4.01,1
1.01,4,5,4,63,57,6.36,6.4,4.02,1
1.04,1,2,3,61.3,54,6.53,6.55,4.01,1
0.91,5,1,3,61.8,66,6.11,6.09,3.77,1
1.05,3,3,3,64.3,55,6.46,6.42,4.14,1
1,1,6,1,62,53,6.42,6.45,3.99,1
1.26,5,3,1,64.8,57,6.73,6.69,4.35,1
1.07,4,5,1,59.4,60,6.68,6.75,3.99,1
1.02,4,4,4,63.7,55,6.31,6.38,4.04,1
1.27,3,4,1,63.6,58,6.82,6.74,4.31,1
1.02,2,6,1,62.5,58,6.43,6.4,4.01,1
1.28,2,2,1,62.3,58,6.89,6.94,4.31,1
0.87,1,6,3,61.4,55,6.15,6.17,3.78,1
1.18,5,3,3,62,66,6.75,6.63,4.16,1
1.07,5,5,4,60.6,66,6.65,6.46,3.97,1
1.18,2,3,1,61.7,58,6.75,6.79,4.18,1
0.91,4,7,4,62.8,59,6.17,6.21,3.89,1
1.01,1,6,1,59.3,60,6.54,6.58,3.89,1
1.13,1,4,1,62,57,6.74,6.64,4.15,1
1.13,1,4,4,61.3,57,6.72,6.7,4.11,1
1.04,1,4,1,61.7,55,6.49,6.53,4.02,1
1.03,1,6,1,62.8,54,6.51,6.46,4.07,1
1.05,2,5,1,62.6,59,6.47,6.43,4.04,1
1.03,2,6,1,60.6,60,6.53,6.5,3.95,1
1.1,2,4,1,62.6,57,6.6,6.56,4.12,1
1.19,2,3,1,61.6,56,6.87,6.83,4.22,1
1.02,1,4,4,61.8,57,6.48,6.41,3.98,1
1.02,3,4,4,63.9,55,6.4,6.37,4.08,1
1.02,2,4,4,60.3,59,6.5,6.44,3.9,1
1.02,2,4,4,61.9,61,6.42,6.34,3.95,1
1.05,2,4,4,62.5,57,6.52,6.45,4.05,1
1.1,2,4,1,60.9,57,6.67,6.62,4.05,1
1.02,3,7,4,64.3,54,6.32,6.27,4.05,1
1.19,4,4,1,63.4,58,6.79,6.76,4.29,1
1.14,1,6,1,63,57,6.7,6.64,4.2,1
1.01,3,4,4,63.3,58,6.37,6.4,4.04,1
1.01,4,4,4,63,60,6.33,6.36,4,1
1.01,2,4,4,59.8,60,6.48,6.52,3.89,1
1.01,4,4,4,62.8,58,6.36,6.38,4,1
1.01,3,4,4,63.4,58,6.34,6.38,4.03,1
1.01,2,4,4,61.2,58,6.43,6.47,3.95,1
1.01,3,4,4,60.3,64,6.5,6.53,3.93,1
1.01,1,4,4,62.4,53,6.42,6.47,4.02,1
1.21,3,2,1,60.4,56,6.84,6.93,4.16,1
1.01,2,4,3,61.9,62,6.45,6.37,3.97,1
1.01,1,5,4,63,57,6.39,6.34,4.01,1
1.01,4,4,3,63.3,57,6.32,6.27,3.99,1
1.01,2,4,3,62.9,60,6.33,6.22,3.95,1
1.35,1,6,7,62.5,57,7.01,7.04,4.39,1
1.07,2,5,1,61.8,59,6.53,6.57,4.05,1
0.96,4,5,4,60.6,62,6.35,6.39,3.86,1
0.9,4,1,4,63.2,58,6.12,6.1,3.86,1
1.01,1,6,1,61.6,54,6.4,6.45,3.96,1
1.05,3,7,1,60,63,6.59,6.64,3.97,1
1.03,2,7,1,61.8,60,6.45,6.42,3.98,1
1.16,1,3,1,62.6,56,6.73,6.68,4.2,1
0.97,2,5,4,62.7,59,6.28,6.31,3.95,1
0.9,1,6,3,62,57,6.19,6.22,3.85,1
1.1,4,4,1,59.8,60,6.7,6.77,4.03,1
0.91,4,7,4,60.8,60,6.24,6.21,3.79,1
1.05,1,6,1,62.3,56,6.52,6.58,4.08,1
0.92,1,7,4,62.2,56,6.23,6.27,3.89,1
1.01,4,1,1,63.2,59,6.38,6.34,4.02,1
1.01,5,5,4,65.9,60,6.25,6.17,4.09,1
0.92,2,1,4,62.2,58,6.18,6.23,3.86,1
0.92,2,1,4,59.8,59,6.33,6.37,3.8,1
0.92,4,1,4,62.1,58,6.15,6.22,3.84,1
0.9,2,1,3,63,57,6.15,6.07,3.85,1
0.9,2,1,3,60.6,53,6.3,6.27,3.81,1
1.22,2,3,3,61.6,59,6.86,6.81,4.21,1
1.01,4,1,4,61.1,57,6.44,6.5,3.95,1
1.06,1,4,1,60.9,56,6.58,6.63,4.02,1
1.01,3,1,4,64.5,56,6.24,6.29,4.04,1
1.07,1,1,1,61.6,55,6.62,6.59,4.07,1
1.04,4,4,4,62.8,57,6.44,6.48,4.06,1
1.01,4,7,1,59.7,58,6.55,6.61,3.93,1
1.01,4,7,1,61.4,60,6.33,6.38,3.9,1
1.08,1,4,1,61.2,57.4,6.57,6.63,4.04,1
1,1,4,4,61.4,57,6.37,6.34,3.9,1
0.9,4,6,2,63,58,6.07,6.15,3.85,1
1.09,1,2,4,61.4,55,6.61,6.67,4.08,1
1.04,5,1,1,67.5,56,6.28,6.22,4.22,1
1.01,4,1,1,60.9,58,6.45,6.49,3.94,1
1.04,1,6,1,60.4,58,6.56,6.62,3.98,1
1.01,3,1,1,60.2,60,6.37,6.42,3.85,1
0.91,3,4,5,57.8,61,6.4,6.36,3.69,1
1.04,2,1,1,59.2,58,6.7,6.64,3.95,1
0.92,1,4,3,62.2,55,6.21,6.27,3.88,1
1.06,1,5,1,60.7,57,6.57,6.61,4,1
1,3,4,4,61.5,64,6.38,6.41,3.93,1
1,3,4,3,62.7,54,6.26,6.31,3.94,1
1.12,2,5,1,60.5,59,6.73,6.79,4.09,1
0.79,4,1,6,62.8,60,5.8,5.89,3.67,1
1.06,4,1,1,61.7,62,6.5,6.54,4.02,1
1.45,5,2,1,58.6,68,7.45,7.33,4.34,1
0.91,2,6,5,62.5,61,6.17,6.05,3.82,1
1.02,2,5,1,62.5,57,6.47,6.43,4.03,1
1.06,2,6,1,61.5,58,6.6,6.54,4.04,1
1.06,2,6,1,61.9,60,6.53,6.52,4.04,1
1.12,2,4,4,62,56,6.69,6.59,4.13,1
1.15,1,4,1,62.6,55,6.74,6.65,4.19,1
1,3,1,4,63.9,57,6.31,6.34,4.04,1
1.32,3,2,4,63.5,57,6.95,6.98,4.42,1
1.03,4,4,4,63.5,53,6.43,6.46,4.09,1
1.07,2,5,1,62.4,57,6.58,6.53,4.09,1
1,4,4,4,62.4,58,6.37,6.42,3.99,1
1.01,3,4,4,62.9,55,6.35,6.41,4.01,1
1.21,2,2,4,59.7,60,6.93,6.9,4.13,1
0.94,1,7,4,62.3,57,6.24,6.29,3.9,1
1.01,4,1,1,62.2,58,6.36,6.43,3.98,1
1,4,1,1,60.6,60,6.33,6.4,3.86,1
1.12,4,4,4,63.1,56,6.62,6.59,4.17,1
1.02,1,5,1,61.4,56,6.47,6.5,3.98,1
1.06,1,6,1,61,57,6.56,6.61,4.02,1
1.11,1,4,1,62.7,57,6.59,6.66,4.14,1
1.11,1,4,1,62,54,6.61,6.64,4.11,1
1.11,1,4,1,61.3,55,6.65,6.73,4.1,1
1.11,2,4,1,61.6,60,6.6,6.67,4.09,1
1.09,2,4,1,61.7,60,6.59,6.57,4.06,1
1.09,2,4,1,62.1,55,6.63,6.58,4.1,1
1.01,2,4,4,60.5,58,6.47,6.39,3.89,1
0.9,4,7,4,62.5,59,6.11,6.15,3.83,1
0.9,1,7,4,62.5,57,6.12,6.2,3.85,1
1.18,2,3,1,60.8,58,6.84,6.78,4.14,1
1.03,2,5,4,60.9,60,6.52,6.45,3.95,1
0.9,2,6,5,62.7,58,6.15,6.06,3.83,1
1,2,1,1,62.7,58,6.41,6.34,4,1
1,4,1,1,63.3,58,6.35,6.32,4.01,1
1.27,2,2,3,62.2,58,6.88,6.84,4.27,1
0.9,4,1,3,59.1,62,6.24,6.28,3.7,1
0.9,3,5,5,63.5,57,6.06,6.09,3.86,1
0.9,4,1,3,62.2,59,6.13,6.18,3.83,1
0.9,3,1,3,63.1,58,6.11,6.15,3.87,1
0.9,4,1,3,62.9,57,6.16,6.18,3.88,1
1.2,4,2,1,61.8,60,6.76,6.83,4.2,1
1.03,4,7,1,63.7,56,6.32,6.39,4.05,1
1,1,4,1,62,55,6.39,6.43,3.98,1
0.94,2,1,4,62,58,6.27,6.24,3.88,1
0.94,2,1,4,60,58,6.44,6.37,3.84,1
0.94,2,1,4,62.4,56,6.27,6.24,3.9,1
1.11,2,1,1,62.5,58,6.61,6.63,4.14,1
1.01,4,1,1,63.3,58,6.37,6.3,4.01,1
1,3,3,5,63.9,56,6.37,6.18,4.01,1
1.03,1,6,1,61.8,55,6.46,6.51,4.01,1
1.03,3,2,5,60.1,62.4,6.43,6.49,3.88,1
1.24,4,2,1,62.2,58,6.82,6.94,4.28,1
1.02,2,7,1,59.3,60,6.56,6.52,3.88,1
1.02,4,7,1,58.6,63,6.56,6.54,3.84,1
1.09,4,3,1,62.5,57,6.56,6.58,4.11,1
1.11,4,4,1,59,59,6.79,6.82,4.02,1
0.9,1,4,3,59.9,57,6.27,6.31,3.77,1
1.13,1,4,1,62.5,57,6.67,6.71,4.18,1
1.01,1,3,4,62.4,56,6.36,6.4,3.98,1
1.07,2,6,1,62.1,59,6.54,6.48,4.04,1
1.03,1,4,4,59.7,55,6.6,6.64,3.95,1
1.02,1,1,1,62.7,57,6.35,6.44,4.01,1
1.09,1,6,1,61.2,57,6.63,6.68,4.07,1
1.09,1,6,1,62.1,56,6.59,6.66,4.12,1
1.16,4,3,4,62.9,58,6.64,6.69,4.19,1
1,3,5,4,63.6,62,6.3,6.24,3.99,1
0.32,1,7,4,61.3,55,4.39,4.42,2.7,0
0.32,4,7,4,62.8,56,4.37,4.42,2.76,0
0.32,2,7,4,61.5,59,4.39,4.42,2.71,0
0.32,1,7,4,61.3,57,4.37,4.41,2.69,0
0.32,1,7,4,61.4,57,4.41,4.42,2.71,0
0.32,3,7,4,63.1,57,4.37,4.38,2.76,0
0.32,3,7,4,63.1,56,4.34,4.38,2.75,0
0.32,3,7,4,63.7,55,4.35,4.38,2.78,0
0.32,1,7,4,62.7,54,4.37,4.4,2.75,0
0.32,4,7,4,58.3,58,4.49,4.54,2.63,0
0.32,4,7,4,62.8,56,4.34,4.35,2.73,0
0.32,2,7,4,61.3,60,4.41,4.43,2.71,0
0.32,2,7,4,60.8,58,4.41,4.44,2.69,0
0.32,1,7,4,61.9,57,4.36,4.4,2.71,0
0.32,1,3,6,62.5,55,4.37,4.4,2.74,0
0.32,2,7,4,60.2,58,4.4,4.43,2.66,0
0.32,2,7,4,60.4,58,4.44,4.47,2.69,0
0.32,4,3,6,63,58,4.32,4.38,2.74,0
0.32,1,7,4,62,57,4.38,4.42,2.73,0
0.32,1,3,6,61.7,55,4.39,4.4,2.71,0
0.36,2,6,3,62.5,58,4.51,4.55,2.83,0
0.32,3,7,4,63.5,55,4.31,4.35,2.75,0
0.32,1,7,4,62,55,4.37,4.47,2.74,0
0.32,4,7,4,58.9,60,4.47,4.49,2.64,0
0.32,1,7,4,61.5,56,4.39,4.42,2.71,0
0.32,3,7,4,63.6,56,4.34,4.37,2.77,0
0.32,3,7,4,63.3,57,4.37,4.38,2.77,0
0.32,3,7,4,63.8,56,4.33,4.35,2.77,0
0.32,1,7,4,62.5,54,4.39,4.41,2.75,0
0.32,3,7,4,63.2,54,4.36,4.38,2.76,0
1,2,5,4,61.4,60,6.38,6.35,3.91,1
0.9,2,7,3,63,62,6.13,6.06,3.84,1
1.17,3,3,4,60,64,6.91,6.83,4.12,1
1,3,5,4,64.1,60,6.25,6.19,3.99,1
1,5,5,4,64.8,58,6.26,6.21,4.04,1
1.03,1,5,1,60.5,58,6.55,6.49,3.94,1
1.26,2,4,1,62,56,6.92,6.88,4.28,1
1,4,5,4,58.1,63,6.45,6.36,3.72,1
1.03,2,5,1,60.7,60,6.52,6.47,3.94,1
1.03,2,5,1,61.4,57,6.6,6.53,4.03,1
1.05,1,4,1,61.9,56,6.56,6.49,4.04,1
1.03,2,5,1,62.4,59,6.45,6.38,4,1
1,3,5,4,63.8,58,6.28,6.22,3.99,1
1,2,5,4,62.2,58,6.39,6.35,3.96,1
0.91,4,7,4,63.1,59,6.14,6.1,3.86,1
1.03,2,5,1,61.6,58,6.46,6.43,3.97,1
1,2,5,4,62.9,57,6.37,6.32,3.99,1
0.92,1,3,5,62.3,55,6.24,6.28,3.9,1
0.92,1,4,4,61.6,56,6.21,6.25,3.84,1
0.9,4,4,3,62.3,59,6.13,6.17,3.83,1
1.01,4,2,5,59.5,59,6.54,6.6,3.91,1
1.01,4,7,1,62.2,60,6.4,6.43,3.99,1
1.01,4,6,4,62.9,61,6.36,6.4,4.01,1
1.01,3,7,1,63.9,57,6.29,6.36,4.04,1
1.01,3,6,4,63.6,57,6.33,6.37,4.04,1
1.01,4,7,1,58.3,59,6.63,6.67,3.88,1
1.01,4,6,4,62.9,54,6.41,6.47,4.05,1
1.01,2,6,4,62.5,60,6.34,6.39,3.98,1
1.01,3,6,4,63.5,60,6.3,6.33,4.01,1
1.01,4,6,4,59.6,61,6.47,6.52,3.87,1
1.01,3,6,4,63.4,58,6.28,6.33,4,1
1.01,4,7,1,60.3,57,6.51,6.56,3.94,1
1.01,3,6,4,63.9,57,6.3,6.37,4.05,1
1.01,1,6,4,61.8,57,6.41,6.46,3.98,1
1.01,4,7,1,61.8,60,6.37,6.41,3.95,1
1.01,4,7,1,62.8,59,6.34,6.44,4.01,1
1.28,2,4,1,62.4,56,6.97,6.89,4.34,1
0.91,4,6,5,60.9,54,6.27,6.38,3.85,1
1.2,4,2,3,62.5,57,6.72,6.79,4.22,1
1.05,1,5,1,60.9,56,6.56,6.64,4.02,1
1.02,1,1,4,61.1,56,6.45,6.51,3.96,1
1.09,4,6,1,62.1,57,6.58,6.63,4.1,1
1.06,1,3,1,62.7,58,6.48,6.5,4.07,1
1.14,1,5,1,61.7,56,6.71,6.67,4.13,1
1.19,2,3,3,59.3,59,6.98,6.88,4.11,1
1,3,4,1,57.9,62,6.53,6.49,3.77,1
1,2,3,4,59.6,58,6.55,6.5,3.89,1
1,3,4,2,59.5,64,6.44,6.41,3.82,1
0.9,4,4,2,63.7,57,6.09,6.02,3.86,1
0.9,4,4,5,62.3,59,6.12,6.17,3.83,1
1.01,2,3,3,62.5,58,6.39,6.44,4.01,1
0.9,1,4,5,61.6,56,6.17,6.13,3.79,1
0.83,1,5,5,62.3,56.4,5.97,6.02,3.73,1
1,1,7,4,63,56,6.33,6.28,3.97,1
0.9,1,5,1,61.8,56,6.18,6.21,3.83,1
0.9,1,5,1,61.9,57,6.13,6.18,3.81,1
0.9,1,5,1,62.4,55,6.17,6.2,3.86,1
1.02,4,5,4,63,58,6.36,6.4,4.02,1
1.02,3,5,4,63.5,57,6.35,6.4,4.05,1
1,4,7,1,62.8,58,6.29,6.39,3.98,1
0.9,4,3,8,62.6,59,6.12,6.15,3.84,1
0.76,1,5,8,59.6,58,5.95,5.96,3.55,1
1,3,4,4,63.8,53,6.39,6.27,4.04,1
1.14,2,3,4,60.4,60,6.78,6.73,4.08,1
1.2,1,3,1,63,57,6.77,6.7,4.24,1
1.07,2,5,4,61.7,58,6.58,6.62,4.07,1
0.9,4,1,3,63.8,55,6.11,6.18,3.92,1
1.09,4,7,1,62.2,59,6.46,6.49,4.03,1
1.38,3,2,1,63.7,58,7.06,7.01,4.48,1
1.05,2,6,1,62.6,62,6.49,6.45,4.05,1
0.92,2,1,3,61.2,62,6.27,6.22,3.82,1
0.9,4,6,3,62.5,57,6.12,6.14,3.83,1
1.51,4,2,7,63.3,57,7.31,7.23,4.6,1
1.11,1,4,1,60.9,56,6.71,6.73,4.09,1
1.01,5,1,1,57.1,59,6.65,6.69,3.81,1
0.9,3,7,3,63.5,61,6.09,6.16,3.89,1
0.9,4,6,6,62.3,58,6.14,6.21,3.85,1
1.04,2,3,4,60.7,59,6.6,6.57,4,1
1.07,1,2,3,61.6,56.3,6.55,6.59,4.04,1
1.07,3,2,3,61.7,57.7,6.55,6.58,4.05,1
1,1,3,4,61.8,55,6.41,6.44,3.97,1
1.06,1,4,4,60.8,54,6.64,6.61,4.03,1
1.2,4,4,4,61.4,63,6.76,6.72,4.14,1
1.03,2,4,4,61.1,59,6.56,6.5,3.99,1
